10,1000000
200,1000000
1000,1000000
4000,1000000
5000,1000000
6000,1000000
7000,2000000
9000,1000000
10000,1000000
11000,4000000
12000,1000000
13000,1000000
14000,1000000
15000,1000000
16000,33000000
17000,2000000
10,1000000
13000,1000000
14000,1000000
17000,2000000
18000,1000000
19000,1000000
20000,1000000
300,1000000
500,1000000
4000,2000000
5000,5000000
6000,1000000
9000,1000000
10000,1000000
11000,1000000
12000,1000000
13000,1000000
14000,1000000
15000,1000000
16000,41000000
17000,2000000
18000,1000000
12000,1000000
13000,1000000
14000,1000000
17000,1000000
18000,1000000
19000,1000000
200,1000000
500,2000000
3000,1000000
5000,6000000
6000,1000000
7000,1000000
9000,1000000
10000,3000000
11000,3000000
12000,2000000
13000,2000000
14000,3000000
15000,1000000
16000,79000000
17000,2000000
19000,1000000
20000,1000000
10,1000000
200,1000000
12000,1000000
13000,1000000
18000,1000000
20000,1000000
300,1000000
500,1000000
800,1000000
4000,1000000
5000,11000000
7000,1000000
8000,1000000
9000,1000000
10000,2000000
11000,3000000
12000,2000000
13000,1000000
14000,2000000
15000,2000000
16000,60000000
17000,1000000
18000,1000000
19000,1000000
20000,3000000
10,1000000
200,13000000
300,1000000
3000,1000000
6000,1000000
12000,1000000
13000,2000000
16000,1000000
17000,1000000
18000,1000000
19000,1000000
20000,2000000
500,2000000
3000,1000000
4000,3000000
5000,3000000
6000,1000000
7000,1000000
9000,1000000
10000,1000000
11000,1000000
12000,1000000
13000,1000000
14000,2000000
15000,1000000
16000,33000000
17000,1000000
18000,1000000
20000,1000000
200,1000000
13000,2000000
15000,1000000
20000,1000000
10,1000000
500,1000000
2000,1000000
9000,1000000
10000,2000000
11000,2000000
12000,1000000
13000,1000000
14000,2000000
15000,3000000
16000,40000000
17000,1000000
18000,1000000
20000,1000000
300,2000000
3000,3000000
4000,1000000
8000,1000000
10000,2000000
12000,1000000
13000,1000000
14000,1000000
16000,4000000
18000,1000000
19000,1000000
20000,2000000
300,1000000
500,2000000
800,1000000
3000,1000000
4000,6000000
5000,1000000
7000,1000000
8000,1000000
9000,1000000
10000,1000000
11000,3000000
12000,3000000
13000,1000000
14000,1000000
15000,1000000
16000,41000000
17000,1000000
18000,1000000
20000,1000000
300,1000000
4000,1000000
13000,1000000
16000,1000000
19000,1000000
